"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","group","sig"
"C55B6.2",1885.91399729927,-0.246804312056546,0.127807821174593,-1.93105797273077,0.0534758835691764,0.13239488502406,NA,"Not Sig"
"F41H10.3",1206.66635855598,-0.133792442422928,0.069284052337456,-1.93107126256525,0.0534742402751382,0.13239488502406,"both","Not Sig"
"T10E9.6",38.3458889037035,0.472984276733849,0.244923900473485,1.93114790275461,0.0534647645039245,0.13239488502406,NA,"Not Sig"
"W05E10.16",18.1205725164941,-0.680409477524031,0.352325572175679,-1.93119526727047,0.0534589090698011,0.13239488502406,NA,"Not Sig"
"F54E7.3",1354.34884609977,-0.214688651539973,0.111187771916611,-1.93086566840269,0.0534996668068845,0.132436755463125,"both","Not Sig"
"Y80D3A.1",2086.16277565252,-0.224328287767268,0.116193180694381,-1.93064934126652,0.0535264316221759,0.132485995002673,NA,"Not Sig"
"C03H5.3",651.097488065142,-0.186060610857668,0.0963823340248561,-1.93044309146617,0.0535519600427193,0.132532162026627,"hmg-4_N2","Not Sig"
"T02G5.14",2.9593047646712,1.99668815437679,1.03434869068359,1.93038205815991,0.0535595163454418,0.132533844914886,"spt-16_N2","Not Sig"
"F37D6.3",15.5651884363148,1.36420298489345,0.706748862628329,1.93025140474951,0.0535756950428543,0.132539846779101,NA,"Not Sig"
"K04D7.1",55606.8760812093,-0.112151745216246,0.0581005896711153,-1.93030304599476,0.0535692998650135,0.132539846779101,NA,"Not Sig"
"C09F5.2",419.403028253769,0.256241907528547,0.132785784900248,1.92973899819957,0.0536391852890646,0.132644186186952,NA,"Not Sig"
"F53F4.17",19.433593677173,0.857780861512622,0.444530487896006,1.92963336569457,0.0536522815976692,0.132644186186952,"spt-16_N2","Not Sig"
"F55D10.4",30.562437286346,-0.502994730119357,0.260660000436056,-1.92969665187563,0.0536444350619771,0.132644186186952,NA,"Not Sig"
"T19A5.11",2.9905779227174,1.95679453534622,1.0139889936819,1.92979859499351,0.0536317976616986,0.132644186186952,NA,"Not Sig"
"T27F7.3",2574.412536311,-0.115847505025338,0.0600347983703602,-1.9296725927297,0.0536474179217304,0.132644186186952,NA,"Not Sig"
"F28B3.6",798.976792894822,-0.171611172953795,0.0889396043559309,-1.92952480727278,0.0536657434428491,0.1326604513425,NA,"Not Sig"
"C14B1.12",155.34595587577,0.296924162564779,0.154004018322755,1.92802866963184,0.0538515602365021,0.13310271505493,NA,"Not Sig"
"F38A6.1",472.546290041043,0.306059931634555,0.158747983974741,1.9279610611197,0.0538599697232373,0.133106431138053,"spt-16_N2","Not Sig"
"K05C4.1",4548.60041388581,-0.237271057699216,0.123076483288168,-1.92783423250464,0.0538757482613323,0.133128355383195,NA,"Not Sig"
"W06B4.2",551.395200327411,0.216489046834302,0.112305703321125,1.92767633728517,0.053895397136161,0.133159836482806,"both","Not Sig"
"E02C12.5",49.5185591349684,0.395500543059638,0.205210175560861,1.92729498904571,0.0539428777332366,0.133260064782159,"spt-16_N2","Not Sig"
"C36C5.5",234.877579233834,0.589805104425982,0.306074399317411,1.92699914054011,0.0539797370446329,0.133334032013105,"hmg-4_N2","Not Sig"
"F49B2.7",2.05371422508015,-1.7837739801638,0.925704722905487,-1.92693624222324,0.0539875761585765,0.133336307391133,NA,"Not Sig"
"R08D7.7",290.117147623627,0.184137799625722,0.0955664971375397,1.92680285603343,0.0540042034286527,0.133360284033806,"both","Not Sig"
"ZK177.4",818.735265763986,-0.138720860214948,0.0719974509355247,-1.92674682801166,0.0540111888824358,0.133360447671031,NA,"Not Sig"
"C24B9.14",1.687476471572,3.79711416077383,1.97093641719286,1.92655335182346,0.0540353168781365,0.133402932945972,NA,"Not Sig"
"ZK154.6",209.048774427456,0.299316649623553,0.155371160707119,1.92646208125958,0.054046702154596,0.133413952014304,"spt-16_N2","Not Sig"
"C16C10.9",7.39784710574713,-0.953863041655718,0.495167244182722,-1.92634519520789,0.0540612856830423,0.133417681391394,NA,"Not Sig"
"C51E3.1",7.48603682227225,-0.939853141368282,0.48789602225692,-1.92633901178511,0.054062057261948,0.133417681391394,NA,"Not Sig"
"Y50D4B.2",15.2796986152566,0.811457341926585,0.421274738808352,1.92619511016001,0.054080016168196,0.133444915071797,NA,"Not Sig"
"Y66D12A.10",526.610942782632,-0.152409009360257,0.0791294393845314,-1.926072148946,0.0540953656580928,0.133465703749882,NA,"Not Sig"
"C09E8.4",1.87153280672083,2.93601760759552,1.52520181566307,1.92500269632784,0.0542290209207414,0.133778337287389,NA,"Not Sig"
"C54G4.1",2014.85437624239,-0.107570427348454,0.0558928610350965,-1.92458259170001,0.0542815989900839,0.13388848585795,NA,"Not Sig"
"D2096.9",46.0030971856956,0.555155206464826,0.288470318162839,1.92447947504757,0.0542945110234376,0.13388848585795,"spt-16_N2","Not Sig"
"F26E4.8",10793.1081302497,-0.171069886497911,0.088889233782718,-1.92452875582297,0.0542883398768324,0.13388848585795,NA,"Not Sig"
"Y59A8A.1",1016.96937107028,-0.148020717559954,0.0769286816118512,-1.92412913439492,0.0543383990310218,0.133979570541629,NA,"Not Sig"
"F28D9.4",367.548108548977,-0.220124320891356,0.114432619398237,-1.92361515491752,0.0544028400260941,0.134121301952282,NA,"Not Sig"
"C06G3.10",1230.85612248724,-0.226845175416126,0.117937376022633,-1.92343753156415,0.0544251246553652,0.134159080778553,"spt-16_N2","Not Sig"
"F16B4.6",13.4225237617304,0.952775261848241,0.495393114691638,1.9232711024684,0.0544460117628823,0.134193405462633,"spt-16_N2","Not Sig"
"C25D7.15",36.7780729886545,0.588842381148674,0.306181317970652,1.92318194020288,0.0544572045150374,0.134203830689532,NA,"Not Sig"
"Y92H12BR.3",2216.61557611653,-0.27866439183046,0.144918437361355,-1.922905027851,0.0544919782226263,0.134272358509703,"spt-16_N2","Not Sig"
"Y60A3A.1",1128.23315724891,0.183494061167068,0.0954538705894414,1.92233232695506,0.0545639548163263,0.134432527819235,"hmg-4_N2","Not Sig"
"C39E9.10",216.786093612819,0.252603603642976,0.131416811490713,1.92215593102278,0.0545861400848549,0.134469997954434,"both","Not Sig"
"C41H7.4",217.863395603043,-0.219881064854651,0.114403919805508,-1.92197142570341,0.0546093533190087,0.134509990526591,NA,"Not Sig"
"Y62H9A.15",87.4901626870411,0.405992039349146,0.211276421263417,1.92161546906818,0.054654160685058,0.134603155257323,"both","Not Sig"
"T24A6.20",166.389069397797,-0.274733394392584,0.142979095018906,-1.92149344878884,0.0546695274972998,0.134621407944868,NA,"Not Sig"
"ZK256.1",1400.2820471994,-0.156021030007874,0.0811998120134624,-1.92144570460344,0.0546755412157532,0.134621407944868,NA,"Not Sig"
"C36A4.9",6376.25442080633,0.463694441230706,0.241351309747575,1.92124269686241,0.0547011176398791,0.134667178616813,"hmg-4_N2","Not Sig"
"Y53C12A.7",170.352248941516,-0.227421337808385,0.118376158988695,-1.92117517371133,0.0547096269194266,0.134670925829506,"spt-16_N2","Not Sig"
"R144.5",523.043579922625,0.126803917519391,0.0660056261128703,1.92110771440233,0.0547181292559453,0.134674654996691,NA,"Not Sig"
"M02B7.2",182.885712965756,0.494153032739734,0.257237280292849,1.92100084473436,0.054731600992627,0.134690612555145,NA,"Not Sig"
"C18H7.4",242.592612757552,0.182215274933532,0.0948708804341211,1.92066600520339,0.0547738279805863,0.134777321651707,NA,"Not Sig"
"F42G8.5",210.236487790283,-0.207374083200754,0.10798138039194,-1.92046149482484,0.0547996323753775,0.134823604085145,NA,"Not Sig"
"Y60C6A.2",1.60112258812367,3.73567988794903,1.94527619473314,1.92038534068501,0.0548092438248217,0.134830040265426,NA,"Not Sig"
"T27B7.1",71.2585815617178,0.389340267835897,0.202748586765986,1.92031063716008,0.054818673557304,0.134836027838627,"hmg-4_N2","Not Sig"
"T10F2.3",989.863445011299,-0.132877483565042,0.0691985219143774,-1.92023586471193,0.0548281133445818,0.134842038612156,"both","Not Sig"
"Y39C12A.8",121.616153438406,0.315215800128242,0.164200239101422,1.91970366092794,0.0548953415714895,0.134990152264467,NA,"Not Sig"
"Y66D12A.8",517.775830083044,-0.241039994537623,0.1256065834442,-1.91900765014204,0.0549833656848595,0.135189359638982,"spt-16_N2","Not Sig"
"W02F12.4",536.405184675559,0.164754320795262,0.0858622827044111,1.91882064634182,0.0550070360023295,0.135230307641441,NA,"Not Sig"
"F09F9.1",84.1792603987027,0.543501214149898,0.283269684586942,1.91867059456934,0.0550260351982111,0.135259763092759,"spt-16_N2","Not Sig"
"Y34F4.2",89.8453640229315,0.877984844525227,0.457620196929102,1.91858849416397,0.0550364328702407,0.135268070280671,"hmg-4_N2","Not Sig"
"C37C3.8",673.265174945914,0.19574464370886,0.102035308385127,1.91840105946494,0.0550601768273323,0.135309173552213,"both","Not Sig"
"ZC395.6",295.352578607089,-0.176862970409219,0.0922023630114444,-1.91820431312879,0.0550851095553549,0.135353187349555,NA,"Not Sig"
"F46F11.12",7.67499371386484,2.69001954037918,1.40270789229465,1.91773323238287,0.0551448456286002,0.135465428835794,"hmg-4_N2","Not Sig"
"H37A05.1",4224.63107352339,0.267196327438042,0.1393264591435,1.91777160691956,0.0551399774707118,0.135465428835794,"hmg-4_N2","Not Sig"
"C27B7.1",1044.89179926983,0.115047778783349,0.0599969791072051,1.91755952541839,0.0551668864136016,0.135473452007862,NA,"Not Sig"
"F19C7.3",2.45488420401338,2.33199705905565,1.21617427501365,1.91748592859315,0.0551762269514224,0.135473452007862,NA,"Not Sig"
"K06C4.8",70.8943030738215,-0.348206057701356,0.1815861053103,-1.91758095756463,0.0551641666015279,0.135473452007862,NA,"Not Sig"
"Y59H11AR.3",1.08470458057918,3.16363869007896,1.64987241386109,1.91750505281514,0.0551737996748722,0.135473452007862,NA,"Not Sig"
"F44E7.2",1634.43094074053,-0.139433733474401,0.0727259435027524,-1.91724887651852,0.0552063213667316,0.135530077445215,NA,"Not Sig"
"Y57E12B.10",2.87887486552019,3.55568790912621,1.85473766619519,1.91708400273142,0.0552272606154356,0.135564215626835,"hmg-4_N2","Not Sig"
"K09E4.2",867.285439290024,0.13994636742952,0.0730140070909797,1.91670575284464,0.055275324003789,0.13566491720986,"hmg-4_N2","Not Sig"
"ZK593.8",614.554259834069,0.127631977475364,0.0665930818318334,1.91659514719068,0.0552893850090745,0.135682150071925,NA,"Not Sig"
"F21C3.2",5.28976341218031,1.31633676708911,0.687095987971136,1.91579748700906,0.0553908777445795,0.135913911858565,NA,"Not Sig"
"B0001.6",1935.63879868616,-0.156031017444088,0.0814575499251882,-1.91548871267782,0.0554302072537054,0.135958490023914,NA,"Not Sig"
"B0304.2",200.770838985227,0.20779850688951,0.108477554866504,1.91558988534756,0.0554173180259598,0.135958490023914,NA,"Not Sig"
"T05F1.7",6.02892091356778,1.16598191233614,0.6087009749875,1.91552496258131,0.0554255887898818,0.135958490023914,NA,"Not Sig"
"F41G3.18",64.4074022306822,-0.34025393960348,0.177683377334635,-1.91494525097118,0.0554994861188609,0.136111094980904,NA,"Not Sig"
"T24A11.2",136.373287548336,0.304472165992003,0.159057738722177,1.91422415808273,0.0555915202382741,0.136319460696246,"both","Not Sig"
"W02G9.5",328.058408646809,0.259099895762519,0.135406265186548,1.91350005411906,0.055684066588566,0.136529029312813,NA,"Not Sig"
"F09E5.15",14825.8749083308,0.277740512251731,0.145176660230283,1.91312096456256,0.0557325684697605,0.13662497715491,"hmg-4_N2","Not Sig"
"F22B8.7",881.406341540729,0.365553720713127,0.191080911972497,1.91308339979946,0.0557373765367363,0.13662497715491,"hmg-4_N2","Not Sig"
"Y43E12A.1",184.494630591436,0.362028345486078,0.189306903282914,1.91238850357737,0.0558263814705308,0.136825747261319,"both","Not Sig"
"F39E9.13",6.30449879861308,1.23032032433471,0.643424695256751,1.91214346201582,0.0558577955409378,0.136867931764052,NA,"Not Sig"
"H26D21.2",1043.59065856282,-0.194468917876639,0.101700927121082,-1.91216465160745,0.0558550784761392,0.136867931764052,"both","Not Sig"
"Y41G9A.4",245.90496797927,-0.29122505918199,0.152374703604707,-1.91124282635188,0.0559733826232854,0.137133720183196,NA,"Not Sig"
"C18E9.6",2644.66462127923,-0.154197112004538,0.0806958078308272,-1.91084414605281,0.0560246126030055,0.137211015462586,NA,"Not Sig"
"F01D5.9",820.41393081379,-0.593967587362583,0.310834859197157,-1.91087830012605,0.0560202223133995,0.137211015462586,NA,"Not Sig"
"F47B10.4",3.63248504350938,1.80505147642343,0.944642083006631,1.91083110618814,0.0560262888705276,0.137211015462586,NA,"Not Sig"
"Y51H7BR.8",4.73773465325209,1.33543912040934,0.699219438928674,1.90989987700494,0.0561461059213776,0.137464281620219,"hmg-4_N2","Not Sig"
"Y53C10A.12",778.865205153509,0.110980031009574,0.0581089540024087,1.90986110341916,0.0561510993668146,0.137464281620219,NA,"Not Sig"
"Y54G2A.23",3636.34552027041,-0.320370391334613,0.167744372432304,-1.9098726633223,0.0561496105892222,0.137464281620219,NA,"Not Sig"
"F47D12.1",213.717144106635,-0.184225134368464,0.096466588765096,-1.90972995652481,0.0561679918238332,0.137479108941866,NA,"Not Sig"
"Y37A1A.2",294.691590508584,0.372533842537784,0.19507419625644,1.9097033317931,0.0561714217555876,0.137479108941866,NA,"Not Sig"
"Y116A8B.75",2.48908134238291,2.34313903762126,1.22716464643818,1.90939255333192,0.0562114706993589,0.137559660520498,NA,"Not Sig"
"W05F2.6",882.568043659983,0.132098848127909,0.0691860465088205,1.90932788898507,0.0562198067571442,0.137562594317278,NA,"Not Sig"
"Y47G6A.14",269.976828757076,0.27804068084065,0.145641330948105,1.90907813757704,0.0562520125595916,0.13762392613272,NA,"Not Sig"
"R09B3.3",7452.96411085901,-0.154735215717934,0.0810586666214303,-1.90892870765561,0.0562712891060201,0.137653614193353,NA,"Not Sig"
"F26E4.11",1670.43533543734,0.170798973726109,0.0894891840691608,1.90859907264445,0.0563138316615148,0.137722724456799,NA,"Not Sig"
"R13H9.5",90.96832043702,0.313754795004505,0.164390077201825,1.90859935310635,0.0563137954538425,0.137722724456799,NA,"Not Sig"
"R07H5.1",523.138578358986,-0.185170669465108,0.097028210228375,-1.90842095334204,0.0563368308051049,0.137761491618573,"both","Not Sig"
"F38B2.2",44.1251570007741,0.447886585858492,0.234714295924542,1.90822030713665,0.0563627480357359,0.137792312794234,NA,"Not Sig"
"T05E12.9",3.49589138809362,-1.46550329412874,0.767997880057069,-1.90821268155043,0.0563637332193494,0.137792312794234,NA,"Not Sig"
"Y53F4B.24",116.427976664871,0.327272575292735,0.171525964625002,1.90800603283726,0.0563904365501413,0.137840110851924,NA,"Not Sig"
"B0454.26",54.2890990818923,0.395769868011108,0.207463581045218,1.90765948421978,0.0564352415108,0.137932138584727,NA,"Not Sig"
"W09C5.5",542.080214224495,-0.412415666048454,0.216285339507648,-1.90681285651296,0.0565448258940826,0.138182448875688,NA,"Not Sig"
"T07A9.6",963.868940983422,0.208463006569301,0.109357629195603,1.90625023697644,0.0566177472127658,0.13834311102673,"both","Not Sig"
"T16H12.3",479.605500385268,0.141299542915779,0.0741384467665398,1.90588755333286,0.0566647962448731,0.138440522604092,NA,"Not Sig"
"B0524.4",55.7549673452191,0.3946161871923,0.207104945166886,1.90539239357282,0.0567290832348808,0.138527347050436,NA,"Not Sig"
"F52E1.8",64.2840712476706,0.424192473335142,0.222623367335402,1.90542654354903,0.0567246475682514,0.138527347050436,NA,"Not Sig"
"K02G10.3",562.848891632067,0.299204366995342,0.157021475669932,1.90549965040633,0.056715152846773,0.138527347050436,"both","Not Sig"
"ZC15.5",13.0424909928046,-0.712775504887901,0.374068400824067,-1.90546836706246,0.0567192155956374,0.138527347050436,NA,"Not Sig"
"R166.8",1.38784458758863,3.52036654889933,1.84765648620372,1.90531442136868,0.0567392119578934,0.138534528917714,"hmg-4_N2","Not Sig"
"C23G10.5",59.7006825389651,0.417493931294044,0.219127559879934,1.90525523819459,0.0567469009582808,0.138535752890425,"spt-16_N2","Not Sig"
"F59A3.12",307.318772808852,0.246488019571518,0.129395076454661,1.90492580030961,0.0567897169443528,0.138622720920144,"hmg-4_N2","Not Sig"
"C50F4.7",1640.60826535532,-0.197184064845011,0.10352262612059,-1.90474365106733,0.0568134018356879,0.138662974165005,NA,"Not Sig"
"F23H12.3",92.7817463185369,0.431123132685388,0.226361572950376,1.90457738504892,0.0568350286042367,0.1386981946465,"spt-16_N2","Not Sig"
"F13E6.4",696.832921099066,0.342784431602726,0.179986195162337,1.90450401650835,0.0568445740699634,0.138703927158435,NA,"Not Sig"
"C37H5.5",1392.98433952895,-0.161784970920649,0.0849670253500191,-1.90409126663174,0.0568982989224064,0.138801937272783,"hmg-4_N2","Not Sig"
"K04A8.1",679.110307178879,0.254739000664283,0.133785535200056,1.90408477481037,0.0568991442561098,0.138801937272783,"spt-16_N2","Not Sig"
"F53A2.5",313.608265336901,-0.174440826223188,0.0916174199120535,-1.90401373876976,0.0569083949098562,0.138806935395162,"both","Not Sig"
"T24D1.5",253.645280786494,0.326278036300157,0.171422497155417,1.90335598719195,0.0569941099222971,0.138998415113546,"hmg-4_N2","Not Sig"
"D1025.2",556.649073042731,0.415469151242147,0.218349196094287,1.90277389921207,0.0570700543759308,0.139153890072008,"hmg-4_N2","Not Sig"
"F56A6.1",210.563451870501,-0.239418018256988,0.125826921625836,-1.90275670073954,0.0570722995236705,0.139153890072008,NA,"Not Sig"
"H27M09.3",1380.56064445586,0.196878094077103,0.10347804708812,1.90260736085834,0.0570917979543575,0.139183824155361,NA,"Not Sig"
"Y18H1A.6",339.071924594195,0.345714541584756,0.181723494909991,1.9024207175632,0.0571161746626711,0.139225641893047,NA,"Not Sig"
"C03B1.4",3.36812844317854,2.199547641458,1.15651357776658,1.90187792321962,0.0571871159905887,0.139366564655618,"spt-16_N2","Not Sig"
"C34E11.3",702.597405788654,-0.159523427700932,0.0838772460552566,-1.90186773175459,0.0571884486801535,0.139366564655618,NA,"Not Sig"
"C52E12.4",1246.796225199,0.132652893452618,0.0697588360448373,1.90159270099283,0.0572244229048011,0.139436602663355,NA,"Not Sig"
"F49C12.8",4969.63674526532,-0.223148781686719,0.117356185882017,-1.90146586658039,0.0572410192787929,0.139459411652061,"spt-16_N2","Not Sig"
"C45E5.6",764.949911513387,0.133271596831564,0.0700909879007377,1.90140845240051,0.057248533281602,0.139460089796461,"both","Not Sig"
"F31F6.15",8.72402675022138,-1.20633936281762,0.634551283460705,-1.90109041500713,0.0572901708530257,0.139526251329444,NA,"Not Sig"
"R57.1",2189.62546627076,0.105830184516875,0.0556676971404176,1.90110584689585,0.0572881499233113,0.139526251329444,NA,"Not Sig"
"C45B11.8",28.2712620727021,0.684098195762188,0.359913282384279,1.90073061830426,0.0573373059283534,0.139623402964382,NA,"Not Sig"
"R74.10",30.4254053761285,0.894266495810809,0.470593212928197,1.90029620326729,0.0573942593311739,0.139744435870269,"spt-16_N2","Not Sig"
"F52C6.13",4.59442895242007,1.34348501770615,0.707011232465005,1.90023150413334,0.0574027456482161,0.13974744469164,NA,"Not Sig"
"K06H7.4",577.291980215706,0.260078432369535,0.136899920213869,1.89977051822406,0.0574632414654622,0.139877054307315,NA,"Not Sig"
"Y50D4B.4",286.510472182357,0.393767542971911,0.207283326836006,1.89965854457481,0.0574779439216489,0.139895175040518,NA,"Not Sig"
"Y39G10AR.8",5697.24601688442,-0.171664760343781,0.0903691674708492,-1.89959435444789,0.0574863736768826,0.139898026041444,NA,"Not Sig"
"B0207.11",77.5342967402662,0.4765627082754,0.25093367179002,1.89915807183575,0.0575436956425282,0.140002169883122,NA,"Not Sig"
"T21C9.9",414.950197940102,-1.07102343834396,0.563937173988064,-1.89918928516429,0.0575395930318682,0.140002169883122,"both","Not Sig"
"Y113G7A.5",59.3652476445072,-0.453791072303333,0.238974476636891,-1.89891020451043,0.0575762834087775,0.140063774633444,NA,"Not Sig"
"Y48G9A.3",4152.45546344456,-0.165388590280783,0.0871201120733135,-1.89839735446626,0.0576437578636285,0.140210220729881,NA,"Not Sig"
"Y81G3A.1",35.4289962738293,0.528880185648907,0.278681179629987,1.89779656577856,0.0577228857946765,0.140384971710611,NA,"Not Sig"
"B0365.9",758.960250051475,-1.06731808321529,0.562580590375592,-1.89718255744075,0.0578038481159949,0.140564139362564,NA,"Not Sig"
"C13D9.1",19.6689497375511,1.32363662265394,0.697954040920406,1.89645240954323,0.0579002472805552,0.140746232957372,NA,"Not Sig"
"C33H5.7",644.803048297782,-0.159727845111047,0.0842296071721023,-1.89633847851959,0.0579153012847935,0.140746232957372,"both","Not Sig"
"F19B10.1",63.3786405462535,0.552277017968136,0.291228334818854,1.89637116976154,0.0579109813727157,0.140746232957372,"spt-16_N2","Not Sig"
"F53F4.14",768.871982696579,0.190522569784813,0.100459391288506,1.89651328104963,0.0578922055022057,0.140746232957372,NA,"Not Sig"
"R144.10",379.760278853472,-0.148263082192473,0.0781884084509889,-1.89622841965646,0.0579298467391735,0.140746232957372,NA,"Not Sig"
"Y43C5B.2",172.869586756978,0.234831411356355,0.123839420030814,1.89625735729321,0.057926022027217,0.140746232957372,NA,"Not Sig"
"Y57G11A.225",1.47940837205245,-2.35566986683769,1.24215766085304,-1.89643387556774,0.0579026960017123,0.140746232957372,NA,"Not Sig"
"ZK262.1",1.87689006975249,-1.86862847656429,0.985554002798548,-1.89601835237663,0.0579576178017541,0.140795957336906,NA,"Not Sig"
"ZC434.6",657.479900543567,-0.14621265931429,0.0771201092242069,-1.89590835367225,0.0579721641316068,0.140813546499381,NA,"Not Sig"
"C07H6.2",346.266368576277,0.206614308493858,0.108986648113629,1.89577633655127,0.0579896262028107,0.140838212630163,NA,"Not Sig"
"C18H7.9",2.11645678884967,3.02064862408927,1.5935044493597,1.89560099772738,0.0580128252481312,0.140859056920192,"hmg-4_N2","Not Sig"
"F59B8.5",273.521845780373,0.558771286010926,0.2947716727738,1.8956071346778,0.0580120131391999,0.140859056920192,"hmg-4_N2","Not Sig"
"EEED8.3",55.1757261080813,0.572109448113704,0.301852213735121,1.89532964172904,0.0580487435106711,0.140928515231726,"both","Not Sig"
"Y59A8B.7",372.712777487482,-0.331290589876373,0.174817145700292,-1.8950692081676,0.058083233392845,0.14099448871709,NA,"Not Sig"
"F26A1.2",2.08177956112131,3.00841898729158,1.58796079388468,1.89451716873437,0.0581563976892166,0.141136541055397,NA,"Not Sig"
"K02F6.1",2.84176349568313,-1.56147624744744,0.82419253114285,-1.89455277552958,0.0581516762495669,0.141136541055397,NA,"Not Sig"
"F54D5.1",328.426580461375,0.356415391105153,0.188145029571249,1.89436517093948,0.058176556087509,0.141167687527464,"spt-16_N2","Not Sig"
"F40G9.9",1.44009476684865,-2.6518112629395,1.39989513105614,-1.89429279673175,0.0581861566096581,0.141173210283805,"hmg-4_N2","Not Sig"
"Y97E10AR.3",280.728633014645,0.233046837086399,0.123057038094772,1.89381152589516,0.0582500312270729,0.141310396711215,NA,"Not Sig"
"T09F5.9",1222.20843329749,0.515920840586715,0.272442747889082,1.89368535071728,0.0582667869240309,0.14133325587387,"hmg-4_N2","Not Sig"
"Y52B11A.10",742.900526085702,-0.171061386087921,0.0903371362909933,-1.89358876217749,0.0582796163071461,0.141346586725045,NA,"Not Sig"
"C25G4.13",4.8842657316937,1.64679033531958,0.869754991764162,1.8933956699453,0.0583052708387558,0.141391015368165,"hmg-4_N2","Not Sig"
"T07A9.11",32267.8925831043,-0.19800734087665,0.104611479073623,-1.89278789125327,0.0583860824989597,0.141569172736816,NA,"Not Sig"
"Y67D8B.3",17.8920160414962,0.66964201551859,0.353924302182931,1.89204869908164,0.0584844925687542,0.141789950914487,NA,"Not Sig"
"C49C3.5",204.268700350399,-0.226094832773214,0.119504360995226,-1.89193792502891,0.0584992519938454,0.141790063245646,NA,"Not Sig"
"T23G4.125",12.6329410201038,0.819070748511781,0.43291740253721,1.89197926373814,0.0584937437033688,0.141790063245646,"spt-16_N2","Not Sig"
"F13A7.1",574.114106248193,0.234388125386857,0.123899318011986,1.89176283734009,0.0585225868133794,0.141828786400236,"spt-16_N2","Not Sig"
"C25A1.7",1880.4425357722,-0.189021430341657,0.0999634892851113,-1.89090468623538,0.0586370687697035,0.142088366038127,NA,"Not Sig"
"T01G5.1",236.957062338998,0.246122241245052,0.130175200747572,1.89069991697049,0.0586644135534413,0.142118892261064,"hmg-4_N2","Not Sig"
"Y39G8C.1",1911.43207684696,-0.167236203384911,0.0884507630907986,-1.89072651881178,0.0586608605586677,0.142118892261064,NA,"Not Sig"
"Y110A7A.12",490.434778852994,0.16004479917112,0.0846614468019627,1.89040945101601,0.0587032203935655,0.142195032030361,"both","Not Sig"
"C24D10.2",268.86996663783,0.234099442994901,0.123849922892998,1.89018642504247,0.0587330315810912,0.142211658816341,NA,"Not Sig"
"F11C7.1",52.9540656191663,0.355564629632723,0.188107884889761,1.89021650974971,0.05872900951859,0.142211658816341,"both","Not Sig"
"T21D12.11",22.3912799406781,-0.522618877069209,0.276494685237375,-1.89015885285655,0.0587367179423146,0.142211658816341,NA,"Not Sig"
"Y59H11AR.6",709.390371523289,-0.254948667308213,0.134883675297258,-1.89013731088179,0.0587395982067497,0.142211658816341,"spt-16_N2","Not Sig"
"ZC190.4",547.815334427404,-0.48973377514242,0.259112027869542,-1.89004647591655,0.0587517445633521,0.142223200793023,NA,"Not Sig"
"Y57A10A.15",281.248489068426,0.214888266341589,0.11372119135137,1.88960618322788,0.0588106495999181,0.14234791666317,"spt-16_N2","Not Sig"
"C42D8.9",20.445516220921,1.39316245239669,0.73730926100301,1.88952251935841,0.0588218482041293,0.14235714493802,"spt-16_N2","Not Sig"
"D1054.10",134.468898502992,-2.1593317396067,1.14282640735491,-1.88946608663386,0.0588294028558837,0.142357553125462,"both","Not Sig"
"Y40H7A.3",2.03769356838127,-1.9792948006487,1.04777666264246,-1.88904264736817,0.0588861143965045,0.142476897925964,NA,"Not Sig"
"T02B11.6",18.1925973670607,-0.597957466647068,0.316552806661272,-1.88896592942521,0.0588963941436721,0.142483883610535,"hmg-4_N2","Not Sig"
"C29E4.4",1271.99222935065,-0.107168683627,0.0567372475393935,-1.88885940497186,0.0589106702561467,0.142500534452431,NA,"Not Sig"
"F41C6.6",8.707348069779,-0.865144259517625,0.45804632533839,-1.8887702218296,0.0589226245434248,0.142511565497549,NA,"Not Sig"
"M01E10.2",160.428828619931,1.32350280138424,0.700822814413477,1.88849845376664,0.058959065299371,0.142546039209744,"spt-16_N2","Not Sig"
"ZK112.7",304.059592601783,0.494488918480266,0.261840244327228,1.88851381402735,0.0589570051785352,0.142546039209744,"hmg-4_N2","Not Sig"
"ZK829.6",587.872040738838,-0.13415184585827,0.0710353671516732,-1.88852189039626,0.0589559219985044,0.142546039209744,NA,"Not Sig"
"C17E7.13",18.5784424407469,-0.715032337364657,0.378670864240169,-1.88826869159692,0.0589898881748132,0.142595381287376,"spt-16_N2","Not Sig"
"C18E9.8",564.085692201933,0.166315505297539,0.0880798281831278,1.88823603233819,0.0589942705398741,0.142595381287376,NA,"Not Sig"
"Y48G8AL.11",890.822599501934,-0.416894357896602,0.220820636132052,-1.88793205743369,0.059035072214444,0.142676110578206,NA,"Not Sig"
"F52C6.14",3.24448500776123,2.82169580233647,1.49468725712608,1.8878168585995,0.059050541141295,0.142677807891205,NA,"Not Sig"
"W04G5.7",2.52715503043228,3.35219150028225,1.77569767699204,1.88781657132127,0.0590505797212898,0.142677807891205,NA,"Not Sig"
"F14D7.5",1.65756355619104,2.70567358794132,1.43339842328392,1.88759352877103,0.0590805395079014,0.142696531137254,NA,"Not Sig"
"H27M09.6",1.80195407360565,3.85690925682167,2.04324080013369,1.8876430308994,0.0590738891350007,0.142696531137254,NA,"Not Sig"
"H27M09.7",1.80195407360565,3.85690925682167,2.04324080013369,1.8876430308994,0.0590738891350007,0.142696531137254,NA,"Not Sig"
